"","hhid","cr_surveyed","af_surveyed","sample_purposely","loc_Camp","loc_Host","loc_ITS","gov_Amman","gov_Irbid","gov_Jerash","gov_Mafraq","gov_Zarqa","Azraq","Zaatari","gov_Gaza","cr_female_CLEAN","cr_baseline_age_CLEAN","age_corrected","cr_nationality","af_nationality","af_baseline_role"
"1021",302501183,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"1022",302501191,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"1023",302501196,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"1024",302501201,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"1025",302501202,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"1026",302501208,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"1027",302501211,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"1028",302501218,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"1029",302501243,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"1030",302501246,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"1031",302502003,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,1,3,1
"1032",302502007,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,0,2,2,1
"1033",302502013,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"1034",302502056,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"1035",302502078,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"1036",302502155,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1
"1037",302502158,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"1038",302502160,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"1039",302502178,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1
"1040",302502180,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"1041",302502190,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"1042",302502198,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"1043",302502210,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1
"1044",302502219,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"1045",302502243,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"1046",302502251,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,1,2,2,1
"1047",302502264,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,0,2,2,1
"1048",302503052,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1049",302503065,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,2
"1050",302503072,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1051",302503092,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1052",302503098,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"1053",302503130,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1054",302503191,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"1055",302503204,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"1056",302503205,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"1057",302503206,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,NA,2,1
"1058",302503216,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1059",302503236,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"1060",302503277,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1061",302503280,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1062",302503284,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"1063",302504022,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"1064",302504112,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"1065",302504161,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"1066",302504168,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,18,0,1,1,1
"1067",302504179,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,1,1,1
"1068",302504194,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"1069",302504204,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"1070",302504211,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"1071",302504221,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"1072",302504227,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,1
"1073",302504238,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,1
"1074",302504253,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"1075",305111319,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1076",305111331,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,1,1,1
"1077",305111339,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1078",305111341,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1079",305111366,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,1,2,2,1
"1080",305111387,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1081",305111400,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1082",305111441,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1083",305112330,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,1
"1084",305112363,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,2,2,1
"1085",305112374,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,3
"1086",305112410,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,2,2,1
"1087",305112412,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1088",305112434,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,1
"1089",305112449,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,1
"1090",305113310,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1091",305113324,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1092",305113328,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,2,2,1
"1093",305113337,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1094",305113338,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,1
"1095",305113343,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1096",305113348,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1097",305113357,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1098",305113364,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,2,2,1
"1099",305113374,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1100",305113385,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1101",305113394,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,2,2,1
"1102",305113403,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1103",305113428,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1104",305114347,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,2
"1105",305114374,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,1
"1106",305114375,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,0,2,2,1
"1107",305114377,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,1
"1108",305114380,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,3
"1109",305114392,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1110",305114435,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,1
"1111",305114436,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,0,2,2,1
"1112",305131320,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1113",305131322,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1114",305131329,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1115",305131333,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,1,1,1
"1116",305131393,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1117",305131403,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1118",305131431,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1119",305131442,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1120",305132304,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1121",305132345,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1122",305132357,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1
"1123",305132380,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,2
"1124",305132392,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1125",305132403,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1
"1126",305132405,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1127",305132440,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1
"1128",305133377,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,1
"1129",305134342,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,0,2,2,1
"1130",305134384,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,2
"1131",305134391,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1132",305134394,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,2
"1133",305191330,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1134",305191334,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,2
"1135",305191359,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1136",305191432,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1137",305191433,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1138",305192378,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1
"1139",305192385,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1
"1140",305192394,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,1
"1141",305192409,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,2,2,1
"1142",305192411,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,2,2,1
"1143",305192415,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,1
"1144",305192418,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1145",305193312,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,1
"1146",305193333,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,2
"1147",305193341,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,2
"1148",305193350,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,2
"1149",305193389,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1150",305193404,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,3
"1151",305194303,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,1
"1152",305194306,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,0,1,1,1
"1153",305194316,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1154",305194331,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,1
"1155",305194357,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,2,2,2
"1156",305194366,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1157",305194376,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,0,2,2,2
"1158",305194401,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,1
"1159",305194415,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,2,1,1
"1160",305194420,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,1
"1161",305201303,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,3
"1162",305201307,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1163",305201328,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,1
"1164",305201338,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1165",305201344,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,1,1
"1166",305201352,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1167",305201365,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1168",305201368,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1169",305201370,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1170",305201376,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1171",305201377,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,1,1,1
"1172",305201378,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,5,1,1
"1173",305201401,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1174",305201453,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1175",305201454,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1176",305201484,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1177",305201488,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1178",305201499,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1179",305201502,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1180",305201507,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1181",305201528,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1182",305201551,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1183",305201553,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,2,2,1
"1184",305202318,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,1
"1185",305202323,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1186",305202337,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,1
"1187",305202342,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1188",305202343,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,1,1
"1189",305202351,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1190",305202352,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1191",305202353,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1192",305202365,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,2
"1193",305202371,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1194",305202379,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1195",305202384,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,9,1,1,1,1
"1196",305202390,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1197",305202401,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,2
"1198",305202407,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1199",305202419,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1200",305202433,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,2,2,1
"1201",305202470,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,2
"1202",305202474,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,1
"1203",305202506,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,2,1
"1204",305202522,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,1
"1205",305202541,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1
"1206",305202546,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1207",305202564,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1208",305202571,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,2
"1209",305203311,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,2,2,1
"1210",305203336,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,NA,2,1
"1211",305203359,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1212",305203362,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1213",305203363,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1214",305203369,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1215",305203378,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1216",305203388,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,1
"1217",305203413,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1218",305203435,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1219",305203459,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,16,0,2,2,1
"1220",305203464,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,1
"1221",305203480,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,2
"1222",305203482,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1223",305203484,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1224",305203496,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1225",305203498,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1226",305203509,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1227",305203524,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,2
"1228",305203534,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1229",305203543,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,2,2,1
"1230",305203549,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1231",305203563,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1232",305203564,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1233",305203587,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1234",305204333,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1235",305204354,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,1,1,1,1
"1236",305204371,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,0,1,2,2
"1237",305204414,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,0,1,1,1
"1238",305204416,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,1
"1239",305204432,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,1
"1240",305204439,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1241",305204516,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1242",305204526,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,2
"1243",305204536,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,2
"1244",305204538,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,1
"1245",305204568,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,1
"1246",305204579,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,2,2,1
"1247",305251340,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1248",305251363,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,2,2,1
"1249",305251392,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,1,1,1
"1250",305251394,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,2,2,1
"1251",305251395,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1252",305251397,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"1253",305251420,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,13,0,1,1,1
"1254",305251460,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1255",305251462,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1
"1256",305251464,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1257",305251474,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,1,1,1
"1258",305251478,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1259",305251504,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,2,1
"1260",305251515,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,NA,NA
"1261",305251525,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1
"1262",305251590,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,1,1,1
"1263",305251591,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,11,1,1,1,1
"1264",305252305,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1265",305252322,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1266",305252324,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,1
"1267",305252348,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1
"1268",305252349,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1269",305252350,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,2
"1270",305252358,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,2,2,1
"1271",305252359,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1272",305252360,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,2,2,1
"1273",305252370,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,1,1,1,1
"1274",305252421,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,13,0,1,1,1
"1275",305252422,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,2,2,1
"1276",305252450,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,9,1,2,2,1
"1277",305252459,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,3,1,1
"1278",305252467,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,10,0,2,2,1
"1279",305252471,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1280",305252479,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1281",305252487,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1282",305252500,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1283",305252529,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1284",305252534,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1285",305252540,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,4,1,1
"1286",305252566,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1
"1287",305252567,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1
"1288",305253306,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1289",305253326,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,1
"1290",305253339,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1291",305253344,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,2,2
"1292",305253384,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,2,2,1
"1293",305253467,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1294",305253470,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1295",305253489,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,NA,1,1
"1296",305253492,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1297",305253494,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,1
"1298",305253512,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1299",305253517,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1300",305253525,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,3
"1301",305253554,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,1,1
"1302",305253588,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,1,1,1
"1303",305253704,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,17,0,1,1,1
"1304",305254309,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,1,1,2
"1305",305254335,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,1,1,1
"1306",305254353,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,1
"1307",305254362,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,2,2,1
"1308",305254365,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,2,2,1
