"","hhid","cr_surveyed","af_surveyed","sample_purposely","loc_Camp","loc_Host","loc_ITS","gov_Amman","gov_Irbid","gov_Jerash","gov_Mafraq","gov_Zarqa","Azraq","Zaatari","gov_Gaza","cr_female_CLEAN","cr_baseline_age_CLEAN","age_corrected","cr_nationality","af_nationality","af_baseline_role"
"2240",510511009,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,2,2,1
"2241",510511014,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,2,2,1
"2242",510511019,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,2,2,1
"2243",510511023,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,2,2,1
"2244",510511025,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,2,2,1
"2245",510511035,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,2,2,1
"2246",510511040,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,2,2,1
"2247",510511043,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,2,2,1
"2248",510511045,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,2,2,1
"2249",510511052,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,2,2,1
"2250",510511077,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,2,2,1
"2251",510511094,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,2,2,1
"2252",510511098,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,2,2,1
"2253",510512002,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2254",510512005,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2255",510512015,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2256",510512021,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2257",510512033,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,2,2,1
"2258",510512034,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2259",510512036,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,10,0,2,2,1
"2260",510512052,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2261",510512055,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2262",510512059,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2263",510512068,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2264",510512071,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2265",510512085,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,2,2,1
"2266",510512110,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,13,0,2,2,1
"2267",510512112,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,13,0,2,2,1
"2268",510513003,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,2,2,1
"2269",510513007,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,2,2,1
"2270",510513011,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,14,1,2,2,1
"2271",510513023,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,16,0,2,2,1
"2272",510513035,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,2,2,1
"2273",510513037,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,2,2,1
"2274",510513042,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,2,2,1
"2275",510513052,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,2,2,3
"2276",510513062,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,2,2,1
"2277",510513083,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,15,0,2,2,1
"2278",510513096,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,2,2,1
"2279",510513097,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,2,2,1
"2280",510514019,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,2,2,2
"2281",510514030,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,2,2,1
"2282",510514041,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,17,0,2,2,1
"2283",510514046,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,17,1,2,2,1
"2284",510514055,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,2,2,3
"2285",510514060,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,17,0,2,2,1
"2286",510514062,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,16,0,2,2,1
"2287",510514080,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,16,1,2,2,1
"2288",510514085,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,2,2,1
"2289",510514090,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,16,0,2,2,3
"2290",510514094,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,16,0,2,2,1
"2291",602091002,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,-96,1
"2292",602091009,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,4,4,1
"2293",602091010,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"2294",602091030,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2295",602091050,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2296",602091063,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,5,5,1
"2297",602091094,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2298",602091103,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,NA,4,1
"2299",602091115,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2300",602091124,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,4,4,1
"2301",602091125,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"2302",602091128,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2303",602092020,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,NA,NA
"2304",602092026,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2305",602092037,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2306",602092074,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"2307",602092085,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"2308",602093002,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2309",602093004,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2310",602093023,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,1,1,1
"2311",602093034,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2312",602093049,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2313",602093077,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,-96,1
"2314",602093096,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2315",602093110,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2316",602093125,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,4,4,1
"2317",602093128,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2318",602093139,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2319",602093149,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18,0,2,2,1
"2320",602094003,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,3,3,1
"2321",602094006,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2322",602094007,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2323",602094024,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2324",602094031,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2325",602094034,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,1,1,1
"2326",602094053,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2327",602094054,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2328",602094074,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,1
"2329",602094078,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"2330",602094079,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2331",602094109,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,1
"2332",602094123,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2333",602094126,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,18,0,2,2,1
"2334",602094137,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,5,5,1
"2335",602094139,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,1,1,1
"2336",602101035,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2337",602103117,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,2
"2338",602104124,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2339",602141032,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"2340",602142027,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1
"2341",602144098,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,18,0,2,2,1
"2342",602181058,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2343",602181073,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2344",602181075,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2345",602181108,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,3,-96,1
"2346",602181129,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,2,2,1
"2347",602182028,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2348",602182058,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2349",602182070,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2350",602183012,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2351",602183051,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2352",602183062,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2353",602183065,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,1,1
"2354",602183111,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"2355",602184048,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2356",602184057,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2357",602184138,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,3
"2358",602341003,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2359",602341013,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2360",602341020,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2361",602341022,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"2362",602341023,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8,1,2,2,1
"2363",602341024,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,4,4,1
"2364",602341026,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2365",602341042,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2366",602341044,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,2,2,1
"2367",602341069,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2368",602341076,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2369",602341090,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,2,2,1
"2370",602341092,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2371",602341100,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2372",602341105,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,1,1,1
"2373",602341119,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2374",602342003,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,2
"2375",602342007,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2376",602342008,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,0,2,2,1
"2377",602342011,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1
"2378",602342012,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2379",602342014,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"2380",602342017,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2381",602342018,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,4,4,1
"2382",602342021,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,4,4,1
"2383",602342025,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,1,2,2,1
"2384",602342029,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2385",602342032,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2386",602342036,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2387",602342040,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2388",602342050,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2389",602342054,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"2390",602342061,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2391",602342071,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2392",602342073,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2393",602342075,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2394",602342080,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,0,1,1,1
"2395",602342082,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2396",602342083,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2397",602342098,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,1,1
"2398",602342100,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,4,4,1
"2399",602342107,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,4,4,1
"2400",602342117,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2401",602343001,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,3
"2402",602343009,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2403",602343017,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"2404",602343018,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,4,4,1
"2405",602343022,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2406",602343027,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2407",602343032,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2408",602343037,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,15,1,1,1,1
"2409",602343040,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2410",602343044,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2411",602343055,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2412",602343057,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2413",602343071,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,15,0,2,2,2
"2414",602343076,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2415",602343097,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2416",602343103,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2417",602343105,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2418",602343106,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2419",602343112,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2420",602343114,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,NA,2,1
"2421",602343123,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2422",602343127,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,1,2,2,1
"2423",602343132,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"2424",602343147,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2425",602344021,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,1
"2426",602344025,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"2427",602344028,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2428",602344033,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,3
"2429",602344035,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,2,2,1
"2430",602344046,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,1,1,1
"2431",602344051,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2432",602344056,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,4,4,1
"2433",602344058,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2434",602344065,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2435",602344066,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2436",602344069,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2437",602344072,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2438",602344073,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2439",602344082,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,15,0,1,1,1
"2440",602344088,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2441",602344093,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2442",602344107,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,18,0,4,4,1
"2443",602344117,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2444",602344122,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,1
"2445",602344129,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2446",602352002,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,0,2,2,1
"2447",602353133,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2448",602381001,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2449",602381004,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2450",602381011,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"2451",602381012,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2452",602381014,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2453",602381017,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2454",602381028,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"2455",602381029,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"2456",602381033,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2457",602381036,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"2458",602381041,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1
"2459",602381043,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,2,2,1
"2460",602381046,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2461",602381048,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,3,1
"2462",602381049,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2463",602381055,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2464",602381062,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2465",602381067,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2466",602381070,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"2467",602381078,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,5,5,1
"2468",602381080,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"2469",602381088,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,2,1
"2470",602381097,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,3,1,1
"2471",602381099,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,5,1,1
"2472",602381101,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,2,2,1
"2473",602381104,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,2,2,1
"2474",602381107,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1
"2475",602382001,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"2476",602382005,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2477",602382006,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,4,4,1
"2478",602382010,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2479",602382016,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,0,2,2,1
"2480",602382022,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2481",602382024,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2482",602382035,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2483",602382039,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"2484",602382044,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,1
"2485",602382047,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2486",602382052,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,13,0,2,2,1
"2487",602382084,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2488",602382086,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2489",602382088,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2490",602382089,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1
"2491",602382093,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2492",602382103,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,2,2,1
"2493",602382109,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,0,2,2,1
"2494",602382112,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2495",602382113,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2496",602382114,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,13,0,2,2,1
"2497",602382115,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11,0,2,2,1
"2498",602383005,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2499",602383026,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2500",602383029,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"2501",602383043,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2502",602383047,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,1,2,2,1
"2503",602383054,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2504",602383063,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"2505",602383072,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2506",602383079,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,15,0,1,1,1
"2507",602383089,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,1,1,1
"2508",602383095,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2509",602383107,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2510",602383108,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,2,1
"2511",602383124,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18,1,2,2,1
"2512",602383126,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,2,2,1
"2513",602383131,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,4,1,1
"2514",602383137,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18,0,5,5,1
"2515",602383152,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18,0,2,2,1
"2516",602384002,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,1
"2517",602384004,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2518",602384022,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2519",602384032,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2520",602384037,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2521",602384039,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2522",602384040,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,2,2,1
"2523",602384042,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,1,1,2
"2524",602384043,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
"2525",602384055,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17,0,1,1,1
"2526",602384059,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,18,0,2,2,1
"2527",602384060,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,2,2,1
